story_id,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,probability_history_size0,probability_history_size1,probability_history_size2,probability_history_size3,probability_history_size4,probability_history_size5,Sequentiality_1,Sequentiality_2,Sequentiality_3,Sequentiality_4,Sequentiality_5,word_count,sentence_count
3CPLWGV3MPL0ZYBP4FKG5EWWYFAN91,1490,4YVML4DB,30,man,white,1,1,,4.0,5.1929568508902095,My wife having our first child.,imagined,my wife and I were separated.,0.875,,308XBLVESJQ42PIEV6FT54WWN37BRA,5.0,"This is exactly the same situation that happened to my brother, and I saw the affect it had on him.","Dear Diary,Six months ago, my wife and I found out she was pregnant with twins! Two baby girls! After a few worrisome doctor visits, we found out one baby was absorbed by the other. While we were very saddened by the loss of one baby, we were ecstatic about the healthy baby girl my wife was carrying. While my wife was nesting in preparation for parenthood, I was reading every baby book I could find! By the time the baby, Ella, was born, we felt we were prepared but we couldn't have been more wrong. No amount of reading can prepare you for the immediate and immense love you feel when you first hold your child. I knew from the moment I looked at those warm brown eyes that I would lay down my life for this child. There is no greater joy than seeing something so perfect and knowing that you are the reason it exists. The first month was the hardest. Adjusting to a new baby in the house, and her sleep/wake schedule while maintaining our own routines was very taxing on our relationship. I'll admit, I could have tried harder. Unfortunately, that's the thing about hindsight, only it is 20/20. While we both love our child very much, and I will always cherish the good times, and bad throughout my wife's pregnancy; we couldn't make our marriage work. We have been separated for three weeks now. I want my family back, but I fear that ship has sank.",1,I found out I am going to be a father.  My wife and I found out it is going to be a GIRL!  We are beyond excited to have this baby coming into our lives.,180.0,0.025627526410971768,,0.02416863329096941,0.028900550278194714,0.021196765805143514,0.017059619782230584,,-0.001458893120002358,0.003273023867222946,-0.0044307606058282545,-0.008567906628741184,251,16
3OJSZ2ATDTISVQHQLIQAX154MTN576,612,7SYNT0P0,30,man,white,1,1,5.0,5.0,5.480638923,Finding out I am going to be a father.,retold,finding out that the baby is a girl.,1.0,308XBLVESJQ42PIEV6FT54WWN37BRA,,,,"About seven and a half months ago I found out the greatest news in the world.  The news I found out was that I am going to be a father.  A couple months after we found out that we were pregnant we found out it is going to be a girl!  We knew the name that we were going to name her right away.   It is a name that when we heard we knew we would name our little girl if we ever had one.  I can't begin to describe how happy my wife and I are.  I think about my future daughter every single day.  It makes me so happy to think about the memories to come.  I have been doing as much research as I can on being a dad.  I am concerned about not knowing everything that I need to know when it comes to that.  But I just keep telling my self that know one knows everything.  That there are some things that are important facts to know.  However, That sometimes I have to just trust my instincts on some things.  So while it does cause me some anxiety overall I am so over the moon happy.  This was the best event in my life ever.",1,I found out I am going to be a father.  My wife and I found out it is going to be a GIRL!  We are beyond excited to have this baby coming into our lives.,240.0,0.03692619878177841,,0.020258232150808908,0.017554479604586958,0.013179523004995038,0.01776877807181639,,-0.016667966630969505,-0.019371719177191455,-0.023746675776783376,-0.019157420709962025,210,15
308XBLVESJQ42PIEV6FT54WWN37BRA,786,7SYNT0P0,30,man,white,1,4,5.0,5.0,68.67208768171321,about finding out I am going to be a father,recalled,Finding out it was a Girl,0.5,308XBLVESJQ42PIEV6FT54WWN37BRA,308XBLVESJQ42PIEV6FT54WWN37BRA,,,"The biggest thing to happen to me is finding out I am going to be a father. My wife and I had been trying to conceive a child for sometime now.  But we hadn't had much success.  However, we found out in march that we were pregnant!  I can't begin to describe the excitement that I felt when I found out we were having a baby.  I was so happy to find this news out as was my family!  Then a couple months later we found out we were having a girl!!  At first I was scared because being a guy I knew I didn't know all the ins and outs of what a girl goes through.  The one thing I knew for sure was that there was nobody that would love this girl more than I do!  I can't wait for her to get here.  My wife and I decided on a name right away.  We came to the decision rather easily without much fuss.  It's a name that we have liked for some time now.  My mom is also very excited about it, because my nieces from my sister are getting older now.  So it'll be nice for her to have a baby to care for.  Again this is probably the biggest moment of my life let alone the last 6 months.",4,I found out I am going to be a father.  My wife and I found out it is going to be a GIRL!  We are beyond excited to have this baby coming into our lives.,6.666666666666666e+29,0.04380967858014628,,0.019563305933843367,0.02578901052038418,0.030109626561170444,0.03324558964231983,,-0.024246372646302916,-0.0180206680597621,-0.013700052018975839,-0.010564088937826455,224,16
3R6P78PK7LXD9L3HFHC26UOBSYBTGW,2972,6WIOM0WF,25,woman,black,1,1,,3.0,1.9459101490553128,buying a griddle and having it stolen,imagined,when the woman tried to take my griddle,0.75,,308XBLVESJQ42PIEV6FT54WWOMSRBE,3.0,none,Over about a week ago I went to go shopping. I went to the local appliance store that's near my home. After arriving at the store I looked around a little bit to see what they had. I went to buy a griddle and there was only one left. I reached to put the last one in my cart. There was another lady there that also wanted a griddle. She stole the griddle from my cart. I was really feeling that move from her so I took it right back. I didn't think things would get that serious over a griddle. After getting the griddle back I browsed around the store a little bit more. I did find a few more things that I ended up grabbing to use. Things that would compliment my new griddle. So finally I went to the cashier to check out. I was finally ready to leave the store. I accomplished what I had came to the store for. I am very happy but also a bit conflicted about the woman who tried to take my griddle.,1,"I went to buy a griddle, but a lady there also wanted it as it was the last griddle. She stole it from my cart, I stole it back and bought it. I am very happy but also a bit conflicted about the woman.",7.0,0.02353649996803142,,0.004872060525940469,0.010859980338864261,0.013721362000069348,0.015064314226037823,,-0.018664439442090952,-0.01267651962916716,-0.009815137967962073,-0.008472185741993599,182,16
308XBLVESJQ42PIEV6FT54WWOMSRBE,679,XAZ3MF94,18,man,white,1,2,3.0,4.0,1.9459101490553128,a weird experience when buying a griddle.,recalled,the lady stole my griddle from my cart.,0.75,,308XBLVESJQ42PIEV6FT54WWOMSRBE,,,"There was a recent event that happened last Tuesday that was pretty interesting and memorable. I was shopping in a grocery store and there was quite a few people there that day. When I was shopping, I went to grab a griddle, but as I grabbed it there was a woman right behind me who started questioning me and cussing me out for taking the last available griddle. I had to defend my purchase, so I just ignored her and kept shopping. Later on, I left my cart alone and noticed that the woman took my griddle out of my shopping cart, which pretty infuriating. I secretly ""stole"" it back into my cart without her noticing and watched her checkout without realizing it was gone. I felt bad but at the same time I found the griddle first. I wish that I could have seen her realize that she didn't have the griddle in the parking lot but I didn't get the chance to see this woman again. I felt proud that I was able to get the last griddle and I have no regrets. I think it is absolutely ridiculous to get angry at a stranger for something like that. If possible, I would have recorded this situation and uploaded it because I just think it's funny. Anyway, the griddle works perfectly and for only $20 I am satisfied with my purchase. I made pancakes with it this morning and some eggs. I still think about it though with some shame. I hate being mean to people but this was my griddle, once again.",1,"I went to buy a griddle, but a lady there also wanted it as it was the last griddle. She stole it from my cart, I stole it back and bought it. I am very happy but also a bit conflicted about the woman.",7.0,0.02615058751155933,,0.017857291251736265,0.024709957810894898,0.014186833798885346,0.017871813739960392,,-0.008293296259823064,-0.0014406297006644316,-0.011963753712673983,-0.008278773771598937,265,15
386PBUZZXGJZHALDEEVEHG6BE8KJLH,3732,KDVB2GTP,30,man,white,1,1,,4.0,4.787491742782046,suffering a fall and becoming a burden to my family.,imagined,I fell down the stairs and suffered some major injuries.,1.0,,308XBLVESJQ42PIEV6FT54WWPO4RBV,2.0,"I identify with struggling with having to rely on others.  I am very independent, and it would pain me to have to rely on others for everyday tasks.","Today is September 20th, and I had just gotten out of the hospital.  The past 10 days have been absolutely awful.  I was in the hospital and it absolutely sucked.  I was in a lot of pain, but it's slowly getting better.  I fell down the stairs and suffered a broken collarbone, some ribs were broken, and I had what was called a subdural hematoma.  As stupid as it may sound, I'm happy to be alive I suppose.  At least I was able to get to the hospital.  Now that I'm out of the hospital, it's a new journey I'll be going through.  I need to rest, and can't work much.  I can't really take care of myself doing the things I need to do because I need to let my bones heal.  I also have my family that are constantly required to check up on me at constant intervals because my brain was injured quite a bit in the fall.  I feel so helpless.  I feel like such a burden.  It's awful.  I wish I could just take care of myself and heal right away, but I'll need monitoring and help for the next while.  Hopefully my healing goes well and I can get over this, but until then, I'll need a lot of care.",1,"I fell down the stairs in my home and suffered a broken collarbone, several broken ribs and a subdural hematoma.  I was in the hospital for 10 days, trying to let the bones heal as much as possible and being kept check on because of the brain injury.",120.0,0.0401405940647237,,0.00787448813798619,0.013912187093410466,0.01943204195049475,0.022916663147043437,,-0.03226610592673751,-0.026228406971313234,-0.02070855211422895,-0.017223930917680264,216,16
324G5B4FB4UT0JVPOCKYG69D7A807S,1834,LJQ6R6WO,45,man,black,2,2,5.0,5.0,5.480638923,Falling down the stairs in my home.,retold,I heard a voice in my head,0.875,308XBLVESJQ42PIEV6FT54WWPO4RBV,,,,"I fell down a flight of stairs in my home, in the wee hours of the morning, last January.  The thing of it is,  I was not on my way downstairs.  I was going from my bathroom to my upstairs sitting room, which is right next to the stairs.  I normally have no problem with this but i neglected  to turn on the lights in the hallway and I was unable to see where I was going.  I have glaucoma, so it is very hard for me to see in low light conditions.  I was totally unaware of the peril, as I was making my way out of the bathroom and my first sensation as I felt myself falling was surprise.  I did not feel shock or horror; it was just a feeling of knowing what was happening and being surprised that it was happening.  I remember hitting the steps on my right side, my full weight on my right shoulder and I believed I heard a voice telling me exactly what was happening.  It was like my brain was giving me an instant damage report.  Maybe it was real or maybe it was just the result of me hitting my head.  But, tht is the one thing I most remember about the incident.  I ended up twisted in an odd position on the first landing of the steps and my right foot had broken through one of the banister railings.  I layed there for a few moments, not yet feeling the pain, but knowing that I was hurt badly.  My mother came from out of her room to attend to me, trying to help me up at first, but when I screamed in pain after she pulled my arm, I just told her to call for help.  The EMTs arrived quickly  and I think I  must have ruined their night.  They questioned me like I meant to fall down the stairs and then didn't bother to brink a stretcher to move me to the ambulance.  They grabbed my by my arms and pulled me down the stairs , out of the house and into the ambulance like I was a soldier being evacuated from a battlefield.  I was in pain and pissed.",2,"I fell down the stairs in my home and suffered a broken collarbone, several broken ribs and a subdural hematoma.  I was in the hospital for 10 days, trying to let the bones heal as much as possible and being kept check on because of the brain injury.",240.0,0.02867948367363877,,0.008817498072352868,0.008615991753888212,0.006565323907933716,0.00823536709908189,,-0.0198619856012859,-0.020063491919750556,-0.022114159765705053,-0.02044411657455688,373,18
308XBLVESJQ42PIEV6FT54WWPO4RBV,6843,LJQ6R6WO,45,man,black,1,1,4.0,5.0,4.787491742782046,The story is injuries after a fall down the stairs.,recalled,I heard a voice describing what was happening to me.,1.0,308XBLVESJQ42PIEV6FT54WWPO4RBV,308XBLVESJQ42PIEV6FT54WWPO4RBV,,,"Last May,  I had just come upstairs to get ready for bed and entered my bathroom without turning on a light.  I  I splashed water on my face and exited the bathroom, intending to go to my upstairs sitting room to see if the outside porch door was closed.  I had neglected to turn any lights, so the hallway was dark.  I took a path that I thought would lead to my sitting room, but,  I found myself falling through space.  I has accidentally gone toward the stairs and tumbled over.  I remember hitting the first flight on my right side, and heard a strange voice, describing, to me, exactly what was happening.    I knew I was hurt, badly, and I lay there for a few seconds, not yet in intense pain, but just trying to come to terms with what had just happened.  Luckily, my brother was staying with me and he came quickly and helped me get my self into a proper position.  The pain had set in and I was sure I had hurt myself pretty badly.  My brother, called 911 and the ambulance arrived very quickly.  The two EMT's assessed the situation, carefully, and for some reason decided to grab me by my arms and legs and carry me out of the house.  I  don't know why they did not get a stretcher, maybe they just wanted to cause more pain, which they did.  Once I was in the ambulance, they made me as comfortable as possible, but I realized that I could not really answer their questions, properly, because I was slurring my speech, badly.  They surmised that I had a a brain injury.  Once at the hospital,  I was asked many questions , but again, I could not answer, properly, due to my slurred speech.  They kept asking me to smile.  I later found out that is how to check to see if you have had a stroke.  I was  X-ray'd  and I received a MRI.  They found that I had a broken right collarbone and several broken ribs on both sides.  Also, I suffered a subdural hemotoma that caused bleeding on my brain.  They were obviously more worried about my brain injury.  I received a half dozen MRI's of my head.  As far as the broken bones, they just gave me a splint and told me that the collarbone and ribs would heal over time.  For the next ten days, my stay at the hospital consisted of doctors asking me to smile and to squeeze their fingers.  My slurred speech disappeared but I did notice a lingering numbness in my left hand, that has since disappeared and a numbness on the left side of my face, that has not.",1,"I fell down the stairs in my home and suffered a broken collarbone, several broken ribs and a subdural hematoma.  I was in the hospital for 10 days, trying to let the bones heal as much as possible and being kept check on because of the brain injury.",120.0,0.023462129570543767,,0.014293380330564105,0.013267728330138197,0.011166812637711701,0.015290916588855907,,-0.009168749239979661,-0.01019440124040557,-0.012295316932832066,-0.00817121298168786,456,25
3ZGVPD4G6U3D02YM590RR14IS5GTZL,1108,Y4FCBFKY,35,man,white,1,2,,1.0,5.1929568508902095,a car wreck that led me to learn Spanish.,imagined,I found myself to be the first responder and unable to communicate.,0.5,,308XBLVESJQ42PIEV6FT54WWYIPBRX,1.0,This event is entirely made up.,"Wow!  I can't believe it!  I CAN SPEAK SPANISH!  After the encounter I had a few months ago with that family in the car wreck, I am so glad that that language barrier is gone.  I really felt so hopeless when I was trying to talk with that Spanish speaking family to ensure everyone was ok and reassure them that help was on the way.  Of course I would be the first person on the scene and probably the one person in the area that did not know any Spanish!  I was relieved that the police and fire department showed up so quick.  I was so desperate for help and unable to effectively communicate with the family inside the car still that I literally felt sick.  I am so glad my friend told me about the duo lingo app shortly after the incident.  I downloaded the app almost immediately and was very surprised at how easy it was to start learning another language.  It did not take long before I had a basic understanding of the language.  Shortly after that I could follow along in a conversation and eventually I felt comfortable enough to start answering back in Spanish.  Although I hope to never find myself in that same situation again, at least I'll be prepared to help if it were to happen again.  I've enjoyed learning Spanish so much that I am considering working on a third language.  After all, I have always heard that the more languages you know, the easier it is to learn others!",2,I finally learned how to speak spanish and the app duo lingo is to thank for that because of this app I can now speak spanish.,180.0,0.03305000588297844,,0.011266658688085348,0.013645263315023233,0.016294140818839273,0.021029062351832786,,-0.021783347194893093,-0.019404742567955206,-0.016755865064139168,-0.012020943531145654,258,15
308XBLVESJQ42PIEV6FT54WWYIPBRX,1044,XZ20QINH,30,man,white,2,2,3.0,2.0,5.1929568508902095,Learning spanish,recalled,I found the app duolingo,0.25,,308XBLVESJQ42PIEV6FT54WWYIPBRX,,,Today is the day I finally learn how to speak spanish. as I have had this goal on my life for years but the one thing holding me back was the fact that I never had a good app or learning tool. So I searched the internet and other sources for the best learning apps and websites that I could find. My journey was a long a tedious one because some of the apps did not work or just did not help with the learning process as much. Then a friend told me about an app they were using which I might be interested in so I said okay what is the name of this new app and they said it's called duo lingo. So I downloaded it and finally I could speak spanish. It's no easy to learn spanish. It takes people years to learn. Also some people will never learn. Now is the time to learn as well. I dont think I would learn if not for duo. I had a very difficult time before. Some people think that apps dont work. Others go to school for years. Some people pay thousands.,3,I finally learned how to speak spanish and the app duo lingo is to thank for that because of this app I can now speak spanish.,180.0,0.021796277925993004,,0.010660726070636884,0.015626893014026186,0.019248543990155062,0.022154909853513042,,-0.01113555185535612,-0.006169384911966818,-0.002547733935837942,0.0003586319275200381,194,15
3D4CH1LGEBFUP6U3HB7LFUN0MNG9G2,637,KTIR9Z6J,25,man,white,1,1,,1.0,5.010635294096256,sunburn on a Florida Keys vacation,imagined,I came out of the water with glowing sunburn,0.875,,30BUDKLTXEHD45W08Q4G3BXL04DE5R,2.0,"I've gotten some gnarly sunburn before, and that inspired some elements of the story.","Ah, the Florida Keys, home of the burnt sun and shoulders! Can't believe I haven't written on this yet, but let me say, what an adventure that was. We went down to the Keys to celebrate a long year of hard work and take some time off together and finally get some quality time. We went down under the water the first day, after a few alcoholic beverages (of course). The fish were awesome, the life was so colorful, but no color more intense than the sunburn I had when we finished up! Oh boy, did I make a mistake forgetting to put on sunscreen that day. I came out like an infrared camera on a hot cherry cobbler -- I am talking molten red. I remember saying, ""well, I'm gonna pay for this hard later on tonight!"" By the night time, I decided that if I drank more iced beverages it might keep my mind off of the sunburn, and, surprisingly, that worked well for a while. Sleeping was hell on Earth, though, as I had to lay on ice packs borrowed from the resort desk to even close my eyes. Luckily, the burns subsided rather quickly, and simply glowed an awful red for a few days before turning into a nice tan. Thankfully for me, I've always had a good ability to recover quickly from sunburns. Perhaps that's why I always forget about sunscreen? Hmm, I don't know, but it wasn't fun. After that fiasco, we got to do much more of what we had planned, enjoying snorkeling and swimming and honestly just a lot of relaxing. It was really great even if I did get destroyed by the Sun.",1,My boyfriend and I traveled to the Florida keys and went snorkeling. We saw various aquatic life and got sun burns in the process.,150.0,0.026554273266810924,,0.02575250323502587,0.028126936449552886,0.023809167214494664,0.03331242087006103,,-0.000801770031785054,0.0015726631827419624,-0.0027451060523162596,0.006758147603250109,282,16
30BUDKLTXEHD45W08Q4G3BXL04DE5R,698,GQOALGFI,25,woman,white,1,1,3.0,5.0,5.010635294096256,snorkeling in the Florida keys.,recalled,I traveled far into the ocean surprising myself because I was scared.,0.375,,30BUDKLTXEHD45W08Q4G3BXL04DE5R,,,"My most memorable event that occurred to me happened in April of this year. It was when my boyfriend and I drove to Florida and went to the Florida Keys. We went snorkeling and this was the first time both of us had ever done this. It was memorable because of how amazing the experience was being somewhere completely new doing an activity and viewing things in a new way that we hadn't experienced before. And we got to do it together. It barely cost us any money and we got to have a great experience. The most surprising part of the whole ordeal was that I wasn't scared to go out deep into the ocean. I felt healthy and good about myself and the fact that I accomplished something that for myself was a big feat even if other people might not see it as a big deal. I had been very nervous to do this. We viewed sea creatures such as a few fish, a giant crab, and other smaller little crabs. There wasn't very many fish which I was surprised about but the experience was still interesting. I saw the way the sea worked and all of its components that make it the ecosystem it is today. I also realized how hot the sun is down there because we both got very burnt on our backs from them being exposed to the sun for a few hours. The time went by faster than I can ever remember and it was my most memorable experience this year. We want to go back but have no idea when. I believe next time we would like to do a type of tour instead of just swimming aimlessly about and we hope to do it again soon.",1,My boyfriend and I traveled to the Florida keys and went snorkeling. We saw various aquatic life and got sun burns in the process.,150.0,0.033007557154633105,,0.004922708749518279,0.008229174640632664,0.008345803003066976,0.012097307888325304,,-0.028084848405114826,-0.02477838251400044,-0.02466175415156613,-0.0209102492663078,296,16
3NOKK93PR2UD0OPTJRXJ753Y4QUEEN,1229,ZV3W27YQ,30,man,white,2,1,,5.0,1.9459101490553128,about my Friend's birthday,imagined,I realized I can have fun in a big company,1.0,,30BUDKLTXEHD45W08Q4G3BXLQRX5E2,4.0,I felt like I was in as a main character,"It happened about a week and a half ago, I never knew I could be so open and that I could actually enjoy such a company. So my friends birthdays was definitely a highlight of the last month, I still have some good memories about it and I smile every time I do. This even showed me different sides of of and what I could be and in this sense it is significant and I would even say life changing.  Some of the other things that I remember is playing darts with people I never met before, we had fun and I felt connected just playing this simple game. I also remember meeting a cute girl, she a blond hair and her name was Anabel, I felt like I known her for ages for some reason, maybe it was the music that made me feel nostalgic but probably it was just a dejavu. The birthdays itself lasted for two days, since it stated on the weekend and my friend could afford an even longer holiday. There were a lot of fun thing to do and the food was amazing, my favorite dish was pizza of course, it was a real Italian pizza from some high end catering service. Also the fresh sashimi was great and tasty. The music was great and the DJ did a great job adjusting to our mood and taking guest requests into consideration. So this birthday was more of a concert than a typical home birthday I am used to and expected to experience.  There were some people whom I've know since I was a kid and it was a very pleasant meeting since we haven't seen each other for ages.  At midnight there was a fireworks show and not like a small fireworks that you can buy anywhere on Halloween but an actual commercial grade fireworks which were huge and loud like it was a major holiday or something, so I really enjoyed that part since you don't see that too often in a common weekend. Since it was a two day celebration and since my friend has a big house, most guests could just stay overnight in one of the bedrooms, it made us all feel even closer and the next morning I felt even more connected to the new people I have met the previous day as well as to my old childhood friends.  Overall it was one of the best birthday celebrations in my life and I really enjoyed it and will probably remember it for a long time if not till the rest of my life.  It was his 30th birthday and I guess that's why he decided to do on such a large scale and many of us felt grateful for that, especially since we knew what a good and kind person he was and this wasn't even necessary for us to start thinking of him even better.",1,I went to a friend's birthday party on my own where I would not know a large majority of the other guests. I broke out of my shell and made a lot of new friends and had a blast.,7.0,0.027649344131350517,,0.011188866546338735,0.020393043371344295,0.017866358240523066,0.022417836966148266,,-0.016460477585011783,-0.007256300760006221,-0.009782985890827451,-0.005231507165202251,488,15
3LQ8PUHQFME103IH5BVGDNY3V4YIH2,1944,GUOIKD5A,25,man,white,1,1,4.0,3.0,4.0943445622221,me going to a party and having fun.,retold,I was able to break out of my shell finally.,1.0,30BUDKLTXEHD45W08Q4G3BXLQRX5E2,,,,"I just went to a birthday party for Erik that was taking place at Mike and Kaitlyn's house. I was hesitant about going, because while I like hanging out with Erik, I do not know most of his good friends that would be going to the party. Many of my other friends also were not going to be there because they were travelling that weekend. Despite this, I decided to show up and spend my entire day at the party. I didn't even prepare a backup plan in case I was having a bad time and needed to leave abruptly. I was fully committed to having fun at the party. Well as it turns out, I had a great time. I instantly made some new friends to keep close to for a majority of the party and we played a lot of games to help integrate everyone together and get everyone included. Everyone I met was nice and friendly and everyone made everyone feel welcome. I had a great time and wound up staying at the party from right when it started right up until it ended. This was a pretty big deal for me because I am very shy. I am especially shy around new people. However, I was able to break out of my shell and enjoy myself. I'm happy I did. I had a lot of fun and made some new friends that I will be in contact with more going forward. I cannot wait for the next get together with all of these people.",1,I went to a friend's birthday party on my own where I would not know a large majority of the other guests. I broke out of my shell and made a lot of new friends and had a blast.,60.0,0.03929633108782582,,0.020187345363638087,0.022540641230079927,0.024345551755686756,0.03148219418653753,,-0.019108985724187733,-0.016755689857745892,-0.014950779332139064,-0.007814136901288293,258,16
30BUDKLTXEHD45W08Q4G3BXLQRX5E2,916,GUOIKD5A,25,man,white,1,1,4.0,2.0,1.9459101490553128,a party I went to.,recalled,I was able to break out of my shell and be social.,1.0,30BUDKLTXEHD45W08Q4G3BXLQRX5E2,30BUDKLTXEHD45W08Q4G3BXLQRX5E2,,,"Last weekend I went to a party at friends house for his 30th birthday. He was inviting a lot of other friends, and he was making a sort of event about the whole thing, marking it as both his birthday as well as his funeral. There was going to nearly 50 people there, some I was already very friendly with and some new faces, as well as lots of food, lots of drinks, and lots of games. I was very much looking forward to the party but a little bit nervous about meeting so many new people at once, as I am somewhat shy. I went over in mind about maybe backing out, maybe only sticking with the few friends there I already knew very well, but eventually I settled on just sucking it up and going on my own. When I got there, I instantly felt somewhat out of place because I only knew a few faces, but that did not deter me from having my mind set on having a good time. I threw myself out there in some games, got talking to a lot of new people, and ended up making a lot of new friends throughout the night. As it went on, I felt less and less shy and nervous about trying to make a good impression. I began to be able to break out of my shell and act like myself, and I am so glad I did. The whole party was an absolute blast and I made a lot of friends, many of whom I will be contacting in the future with more plans to hang out. This party was a big step for me. It has been awhile since I have been able to put myself out there and try to meet new people. I was nervous about whether or not these new friends would be receptive to my personality or if I would come off as the weird awkward dude in the corner. My good friends who were there even commented on how they were impressed with how social I was being with total strangers. That might have been helped by the few beers I had, but that liquid courage got me past the first few hurdles I needed help with. I need to just be more confident in myself as a person, and the people around me will start to see me in a better light.",1,I went to a friend's birthday party on my own where I would not know a large majority of the other guests. I broke out of my shell and made a lot of new friends and had a blast.,7.0,0.041645859950222075,,0.008122053168335697,0.01193859148042975,0.013860160601325333,0.01769074251933489,,-0.03352380678188638,-0.029707268469792325,-0.027785699348896742,-0.023955117430887185,405,16
3LRKMWOKB63JG349MUGVQEVR1PLZ2I,925,TWQGI86D,35,man,hisp,2,1,,1.0,4.0943445622221,mom's birthday and a vacation,imagined,bed and breakfast made special meal and cake for mom,-0.25,,30BUDKLTXEHD45W08Q4G3BXLXKG5EE,1.0,"Not at all, I totally made it up.","I can't stop thinking about that wonderful trip two months ago. We stayed at a bed and breakfast in South Carolina for about 3 days then went to visit cousin Merl in Georgia for a few days. The bed and breakfast was beautiful and they were very hospitable. It was right on the beach. Living in California for all my life, I've never seen the sunrise over the ocean. The Atlantic was just beautiful. The innkeepers made mom a special birthday cake and dinner which was so lovely. They really showed us some great hospitality. Cousin Merl's was so much fun too. We got to catch up and see all of our southern brethren. Cousin Merl has a zipline in his back yard. It is awesome! Cousin Merl's place is so gorgeious nestled up in the hills. It was so green and peaceful. You don't hear any cars going or airplanes. Until he starts up his dune buggy of course! That was fun too. I can't wait to go back.",1,We stayed at a bed and breakfast in South Carolina for about 3 days or so for a birthday celebration for my Mom. We also visited another relative in Georgia for a few days.,60.0,0.019562603866991896,,0.009656580951438324,0.01488282804914181,0.010302195202610973,0.016518652450435586,,-0.009906022915553573,-0.004679775817850087,-0.009260408664380923,-0.00304395141655631,170,18
30BUDKLTXEHD45W08Q4G3BXLXKG5EE,564,229FC7DV,30,woman,black,3,1,5.0,5.0,4.0943445622221,Birthday road trip,recalled,We were the only people who stayed at the bed and breakfast!,0.625,,30BUDKLTXEHD45W08Q4G3BXLXKG5EE,,,"I remember a recent event in June 2019.  My Mom and I went on a birthday trip to South Carolina. We stayed at a bed and breakfast for 3 days. The bed and breakfast had a lot of good reviews, but we didn't feel that it was the best one we had been to so far! The service was not what was expected, but we had fun. The first night we ate dinner at a Japanese restaurant. Breakfast was prepared all mornings we were there. The other nights, we had Chinese and also ate in Savannah, GA. For fun, we went to a plantation and traveled to other cities, like Charleston and Savannah, GA.  After our stay at the bed and breakfast, we drove to my uncle's house in Georgia. The trip took about 8 hours from where we stayed in South Carolina. We stayed for a couple of days, then went home. We also ate dinner at a restaurant. Our relative gave us a tour around the city. It was very nice and comfortable there. It was a memorable trip, getting to see other states as we rode along.",2,We stayed at a bed and breakfast in South Carolina for about 3 days or so for a birthday celebration for my Mom. We also visited another relative in Georgia for a few days.,60.0,0.026781686864394163,,0.004643471215656193,0.0075416542358652805,0.007181940159560847,0.008245647111574985,,-0.02213821564873797,-0.019240032628528882,-0.019599746704833318,-0.01853603975281918,190,14
39JEC7537VNF51R1IQGYHLRHQ37CVG,6804,TWQGI86D,50,woman,white,1,5,,4.0,4.0943445622221,having a baby after years of loss.,imagined,We actually had a baby.,0.125,,30BUDKLTXEHD45W08Q4G3BXLYEXE5T,4.0,happened to me but with a boy.,"My husband and I got married on a bright sunny June day. We thought we'd sail off in the sunset together. We thought we'd ride on moonlit canoes. We did not however. We sufferent fertility problems for years. We lost one baby. We lost two babies. We lost several babies. We then decided to give up. We began to enjoy our lives without children. I then become ill and can't explain the symptoms. Turns out, I'm pregnant again. We are both in fear at this moment in time due to all the other losses we've suffered. However, two months ago, we got the best thing that ever happened to us. A brand new, special baby girl!",5,"My husband I suffered from Fertility struggles for years with loss after loss during the darkest time of our lives. The sun finally shined on this dark time the day our healthy, beautiful daughter was born.",60.0,0.01828538085683249,,0.014904036617917883,0.013022859421835165,0.019578154428533404,0.013971324857872483,,-0.0033813442389146083,-0.0052625214349973255,0.0012927735717009128,-0.004314055998960007,116,15
