no.,story_id,memType,splits,NLLt,NLLc,sequentiality0-1,sequentiality0-2,sequentiality0-3,sequentiality0-4
10,304SM51WA4QG34IRAVFYVE1S8XNSBV,recalled,"['About a month ago me and my girlfriend went to the zoo.', 'It was an unexpected trip we just decided to go on a random Wednesday.', 'It was a pretty hot day that day considering it was the middle of July.', 'As soon as we got in, we saw that there were some seals to the left of the entrance so we saw them for a few minutes.', 'Then we went to the insect section of the zoo.', 'There were so many of them like spiders, scorpions, also bigger animals like cobras, rattlesnakes stuff like that.', 'Then we saw the elephants.', 'It was pretty interesting because they were in an area that looked like a jungle and off in the distance we heard gorillas grunting.', 'So we walked around until we found the gorillas and around there we also saw other kinds of primates like chimpanzees.', 'We walked around a bit more and we stumbled upon all the other African animals like tigers, lions, giraffes etc.', 'It was actually pretty cool to see the giraffes because one of them got really close to me.', 'Along the way we saw a lot of different kinds of birds and small animals.', 'We passed by the koalas and other Australian animals like Tasmanian devils, and kangaroos.', 'I would have enjoyed it more though if we had gone on another day.', ""It was really hot that day and we didn't really prepare for it."", ""But I really enjoyed going there and we'll probably go again soon.""]",-3.534629961,-4856.581566,-0.002455979,0.087565328,0.15822513978846908,0.32034881093596823
11,37W3JXSD67U5NTSB4S3J0E2E1OJYWP,imagined,"['I was on vacation because I visit Southeast Asia once in a while.', 'Every few years at least.', 'I was in a small tourist town in Thailand right by Pattaya Beach.', 'I was out fairly late one evening and decided to just roam around the city and take some pictures of the citizens there, the shops, nightclubs etc.', ""I found myself in a rather secluded and dingy part of the city and wasn't sure exactly how to get back to my hotel."", ""I was looking for one of the motorbike taxis but didn't see any."", 'While I was looking around there was a group of Thais, probably in her early 20s and I could tell that they were part of a gang or something like that.', 'I thought for sure I was going to get robbed or beat up or both.', 'They were just across the small street giving me the eye and all of a sudden a taxi went by and I waved at him frantically.', 'He saw me and drove over to where I was at and pick me up.', 'I got back to my hotel safely but I was pretty shaken because I knew things were going to go badly if that small gang caught up with me.', 'I was in that city for another two weeks and I still ventured out and about but I tried to be a lot more careful about what parts I ventured into.', 'I really should have known better as I have been to quite a few other countries and have been in cities that were not very safe.', ""Even though I'm somewhat used to being in these types of environments, they can still be very scary."", 'Tourists have been known to disappear and never show up again.', 'This happens fairly often, especially in countries that have a completely corrupt police force.', ""I still travel but I'm a little more careful about what city I go to and where I go in that particular city.""]",-3.429013035,-5897.902421,-0.183981894,-0.109232933,-0.076382145,-0.010012708
12,35LDD5557BQEYC9GWBW5I8LCG5AKMA,retold,"[""My Cousin's WeddingWe went to my cousin’s wedding."", 'It was a lovely wedding– very unlike any wedding I’ve yet been to, but a lot like the weddings in the movies (you know, like The Wedding Crashers… never understood why someone would *want* to go to a wedding they weren’t invited to).', 'The ceremony was short and simple, though there were a lot of attendants, complete with flower girl and ring-bearer.', 'The bride had both her father and step-father give her away, one on each arm.', 'The Lutheran minister was kind of a jolly middle-aged woman.', 'The gentlemen were almost all in army dress uniforms.', 'From my cousin’s face, you could not tell he was hit by a roadside bomb in Afghanistan just a few months ago.', 'He’s still not walking correctly and never may, but the damage seems to mainly be concentrated in one leg.', 'The wedding was in a part of the country where folks are not as stiff as Midwesterners or as unstructured as Northern Californians.', 'I’ve been to Midwestern wedding receptions that tried to be like this reception, but the soul wasn’t there so they always ended up being kind of lame with folks congregated in the parking lot to talk away from the DJ.', 'People at this wedding line-danced (and not just to country music) and they enjoyed it.', 'My usually introverted uncle is apparently a dancing fiend and led the bride in some traditional dances.', 'This essay is plagiarized.', 'The food was great and full of local specialties (including something we heard about on the Splendid table from their road trip foodies).', 'And, important in my book for any wedding, they served appetizers between the wedding and reception.', 'You may recall that the groom’s parents had said they refused to attend because he was not getting married by a priest.', 'Not only did they not show up, despite his being hit by a roadside bomb in service to our country, they did not allow any siblings to come.', 'The daughter whose college my parents and aunts are paying was threatened with being disowned when her mother found out she was planning to attend.', 'So she didn’t go.', 'Guests kept asking if I was a sister.', 'No, not a sister.']",-4.605649503,-9975.836823,0.061290719,0.14999383354154094,0.31016930574656687,0.5271965076500749
13,304SM51WA4QG34IRAVFYVE1SAOBSB3,recalled,"['It happen 2 weeks ago at the library.', 'Stared out a normal day at the library when Notice people was watching me and whispering things about me at the library.', 'I figured at first that my looks stood out but when others who looked like me did not get the same attention and on top of that they left early to avoid attention.', 'I quickly notice my life is endanger.', 'I had been doing research at the library on a gang in the area and my head phones was turned up too loud where people can hear.', 'I then left the library.', 'I then notice I was being followed by people I did not know.', 'They followed me to my house and if I went to the store they where there.', 'I said to myself aint this some shit.', 'so I started to record myself with people.', 'The idea was very good because if I end up on a killing spree people would know the truth about what is happening.', ""Which it comes to that point in life that I only cared about was big booty's."", 'By the way I still like to this day.', 'You would think I would not go to the library. lol.', 'how stupid can I be.']",-4.487029476,-4837.017775,-0.142497515,-0.06058004,0.031855432,0.20578799505012046
14,3WOKGM4L7220LPNO5Y10RSV9BSQ0OS,imagined,"[""It's really easy to forget that our parents aren't our world."", 'I always relied on my dad and step-mom for guidance and support.', 'Anytime  I had a problem, I could always count on them, whether it be general life advice, help bailing me out on a late rent payment, or just general hanging out.', ""I always thought they'd be there for ever."", 'I kinda took it for granted.', 'This all changed about three months or so ago.', ""I hadn't been in contact in a while."", 'I figured"" hey, they\'re doing fine, enjoying retirement and the empty nester life.', 'Let me let them enjoy their down time"".', 'This all changed when I got a call from my uncle,telling me I should get in contact with them immediately .', 'At fist I was like ""I\'m sure they\'re fine"".', 'But after must insistence, I made a visit to there homes.', 'Boy, am I glad I did.', 'Walking through the doors of my childhood home, I was immediately greeted by the sights and smells of a hording situation.', 'It turns out that not only is my step-mother in the advanced stages of dementia, my father has stage four liver cancer.', 'Neither of them have much longer to live.', ""Just goes to show, you can't take anything for granted in this life, especially your family.""]",-3.900437559,-4813.139948,-0.20478976,-0.106948293,-0.039519138,0.07513289
15,304SM51WA4QG34IRAVFYVE1SKNTBSC,recalled,"['This event occurred over 3 months ago.', 'I will forever remember it as something sticking and in all honesty, the day I became an adult.', ""Not that I wasn't one already."", 'On that day, I remember I did everything as I would each day prior to work.', 'I ate breakfast, drank my regular cup of coffee with cinnamon sprinkled on top, etc.', 'However, on my way home, I began thinking about an argument I had with my mom a few days prior.', 'I was thinking about how it made me feel and the events that led up to the event.', 'As I parked, I saw that no one was home except my mom.', 'I went ahead and entered my house, and went to grab a snack.', 'As I closed the refrigerator, I saw my mom standing in the hallway.', 'I approached her to speak about the events from the other day.', 'We went back and forth in a very emotional conversation.', 'This was probably one of the most intense conversation I have ever had with my mom.', 'She told me so many things that it made me think twice about how I was behaving towards her.', 'It was the day that I found out my mom did not know how to swim.', 'I HAD NO IDEA.', ""I was honestly so shocked and surprised that I had seen my mom in pools before, but never knew she couldn't swim."", 'How can I not know something so important about my mom?Which made me realize that I only have one mother.', 'I should be paying more attention to her.', 'I should be bonding with her more.', 'Because one day, she will not be there.', 'After the compelling conversation, we then proceeded to plan a mother/daughter day.', 'We planned to eat tacos that weekend and watch a movie together, which we did.', 'It was honestly of the best weekends ever.', 'Very moving moment for me.']",-3.607429089,-6172.311172,-0.195538289,-0.099154568,-0.078671296,0.060149341690840075
16,3AAPLD8UCD3R9HYSZNUKRU0C0MIHTI,imagined,"[""It didn't seem we were even doing anything illegal."", 'Sure, we had rolled through a stop sign, but that normally is just a slap on the wrist.', ""A slap on the wrist--if not, for that empty bag of marijuana in the passenger's side door panels we had forgotten about."", '""Do you agree to a search?""', 'the officer asked.', 'Feeling we had nothing to hide, we simply acquiesced.', 'He began just rummaging through the glovebox, and we knew we were fine.', 'Nothing to find, here.', 'Then he knocked a book out of the door panel and out emerged an empty bag of marijuana with a few flakes clinging to the interior of it.', 'It may have been there for three, five years, who even knows?', 'What we do know, is that was enough to put my buddy, the driver, in court the next morning.', 'The judge was aghast the officers had wasted her time over some amount of marijuana that equated to fish food, and she released him that same morning.', 'We never went back to that city again, because usually a rolled stop sign does not cause a quasi-disaster.', 'We henceforth were much more careful about leaving discarded trash in the car.', 'You never know what that trash could be!', 'When a rolled stop sign and an empty bag lands one in jail, is it ever ""Worth it?', '""That is a definitive no.']",-4.36929239,-5614.540722,-0.109000019,-0.002715323,0.075723635,0.212737165
17,351SEKWQS136K6364UAIEVQN9UYMDV,imagined,"['Three weeks ago, a good friend asked if he could use my car to go to work because he was having trouble.', 'I thought, no problem, and told him it would be ok since I was off that day.', 'I told him just to gas up and get it back safely after his shift.', 'Little did I know that he had other plans in store that involved the law and I was being taken for a ride so to speak.', 'This is the story of how my good friend got arrested and it led to the end of our friendship.', 'After my friend took the car, I got a call from the police about an hour later saying that he was now in prison and I had the option of bailing him out.', 'I did end up bailing him out, but thought - what in the world is going on?', 'It turns out he had been tipped off that something was going on at his work and so when he took my car - thinking they would not recognize him in it - he was still arrested at his job place (during his shift) for embezzlement.', 'His plan had not worked and in the process, I also could not pick up my car right away.', 'Turns out it had to be impounded and I had to pay an additional 80.', '00 dollars to get it out of the lot since I was not present at the time of this activity.', 'This whole situation affected our relationship in a number of ways.', 'We are still friends and ok generally, but not as close now.', 'It broke my trust with my friend and made me look around at all things in my life.', 'And secondly, it showed me that people you know, even, will do anything when they are desperate.', 'He had been having money trouble and thought he could get away with this.', 'It turns out cameras at his job place knew different and that is how he was eventually caught.', 'The lesson learned here - do not trust just anyone - be very careful.', 'Even the closest to you have their own agendas.']",-3.766181133,-6835.618757,-0.02266011,0.018537172,0.05152127,0.2459566784821372
18,3NAPMVF0ZX10WTY33ZOCZU2SUYL72I,retold,"['I remember the event like it was just yesterday.', 'When I received the phone call from my friend that he had been arrested I was very surprised.', 'This was not a usual occurrence in my friend circle, actually this was the first time I had to go bail my friend out.', 'I remember how told me how and why he was arrested.', 'The drive there was long and tiresome but the one back home was relaxing.', 'My mind was everywhere trying to figure out the reason for the arrest but when my friend explained, it settled down.', 'We laughed and talked about the events of the day over a cold drink.', 'We talked of all the injustices ongoing.', 'We also talked about how everyone is turning a blind eye to such kind of injustices.', 'We agreed to try and change such situations.', 'My friend thanked me for bailing him out and I was happy that he was safe.', 'The charges against him were later dropped  due to lack of evidence.', 'I knew my friend was not guilty and it was a relief to know so.', ""We had dinner over my friend's house that day."", 'It was a long day.', 'I thanked my friend for dinner.']",-3.958702722,-4346.655588,-0.122195344,0.042518272,0.12462850931729008,0.2236439260821652
19,308Q0PEVB9Z8LX0Y7Z7O060F6NK9IJ,recalled,"['About a week ago a received a phone call from a friend of mine saying that he was in jail and I had to go bail him out.', 'He hung up the phone and I barely got the details of his arrest.', 'I rushed over the police station where he was being held to try bailing him out.', 'I called a few friends that would help and our lawyer to meet us up at the station.', ""I drove there as quickly as I could to come to my friend's rescue."", 'When I got there the lawyer had already arrived and was talking to the police.', 'He told me that he had been arrested for possession of illegal drugs and needed 50000 cash bail.', 'He told of how the policemen came knocking on his door one Saturday morning.', 'He was just busy having his breakfast without a worry in the world.', 'The police demanded they search the house.', 'He questioned them on why or what they were looking for and they said drugs.', 'They already had a search warrant so they just went in the house and started searching.', 'When they found the drugs they arrested him and took him to the station.', 'He did not know where the drugs had come from.', 'He wondered who might have told on him.']",-3.591579739,-4133.908279,-0.042414911,0.11110877694668586,0.1454226985825371,0.17906638201677527
20,39LOEL67OTRTHPZ5H4UNW43GYB0839,imagined,"[""I am sorry that I haven't wrote anything in a while."", 'The past week our family has had a sort of a hiccup in life!', 'Our youngest son, who is 6, was at school and had broke his foot.', 'We had to pick him up from school and take him to his doctor.', ""When the doctor saw that he couldn't move his foot, he sent us to the ER to have the foot looked at."", 'Everyone at the ER was very nice.', ""One of the nurses was actually the father of one of my son's friends."", 'It was a small world!', 'We did have to deal with the bad news that he needed to have surgery on his foot.', 'He had smashed the top of his foot and a few of the bones was shattered.', 'We had to explain to the nurses and doctors that the teacher told us that him and a few other boys were playing with desks and one fell on his foot.', ""We got the surgery scheduled and our son was a trooper and didn't really seem phased by it."", 'More than we can say about ourselves because we were scared out of our minds about this!', 'This was our first experience with a surgery of any kind and to have it done on our son made it worse!', 'I cried so much while he was getting his foot worked on!', ""Thankfully, the surgery went well and didn't take as long as we expected."", 'He is now on the road to recovery!']",-3.546649888,-4518.431957,-0.100654069,0.058305149106404386,0.081047638,0.26016575667896946
21,3C8HJ7UOP8G9N782WCZF5N9PKNHZMN,retold,"['When my now four year old son was born, we were surprised to discover he had an extra pinky toe on his left foot.', 'It was not something that needed urgent attention, but the doctors told us that he would probably need to have it surgically removed at some time in his life.', ""Sometimes extra digits are just flesh, but my son's was well-developed with bone, blood vessels, and tendons."", 'As a baby, the extra toe did not hinder his development at all.', 'He started walking around 12 months old, the typical age.', 'However, shoes were hard to find to accommodate his much wider than average foot.', 'We spoke with a specialist when he was two years old, but she wanted to wait at least a year for the surgery because the risks from anesthesia lessen in slightly older children.', 'We returned to the specialist just after he turned four.', ""Given that the surgery wasn't an emergency, we had to wait a few months for an appointment time to be available."", 'On the day of the surgery my son was calm and happy.', ""Being so young, he wasn't really aware what was about to happen."", ""The surgery was also taking place in a children's hospital, so they had a lot of toys and other accommodations to make him feel comfortable."", 'The surgery went quickly and smoothly, but waking up was difficult for my son.', 'He was in a lot of pain and required three shots of morphine into his IV before he felt better.', 'However, after that initial discomfort, the rest of the recovery went really well.', 'He never needed pain medicine and was up waking around with his cast by that evening.', 'After two weeks, he was able to have his cast removed.', 'His foot was tender and sensitive without the support and protection of the cast, but after about three days he was able to walk normally again.', 'Now the only thing that remains from the surgery is a light scar on the side of his foot.']",-3.82078349,-7202.176879,0.077058593,0.24035033392414995,0.31936926052230863,0.43023327507760145
22,308Q0PEVB9Z8LX0Y7Z7O060FETEI96,recalled,"['A memorable event that I have recently had happen was when my four year old son had foot surgery this past Thursday.', 'He was born with a condition called polydactylism, which means having extra fingers or toes.', ""In my son's case, he was born with an extra pinky toe on his left foot."", ""As a baby it was easier to manage, since babies obviously don't need shoes, but now as a preschooler his extra little toe would often hurt him while wearing tennis shoes."", 'My husband and I always knew that he would need this surgery, but we were still worried when the day actually arrived.', 'Neither he nor I, nor our older son, had ever needed surgery before.', 'This was uncharted waters for us.', 'When we arrived at the hospital Thursday morning, the nurses took his vitals to make sure he was healthy enough for surgery that day.', 'Other than that, a lot of the time was just spent waiting.', 'It made my husband and I feel sad because our son was hungry but he was not allowed to eat prior to the surgery.', 'Thankfully the hospital did have a good amount of toys that helped keep him distracted.', 'Finally around 12:30 in the afternoon he was taken back for his surgery.', 'My husband and I were not allowed to go back with him, but the nurses and doctors made it fun for him by taking him back in a big push car.', 'Once they got to the room, they put a small mask on his face with the strawberry scented gas he had picked out earlier.', 'After he was asleep with the gas, they put the needle in his hand for the other anesthesia.', 'Surgery only lasted about one hour.', 'The nurse came to get my husband and I to take us to where our son was recovering.', ""He's normally a really happy little guy, but unfortunately he was in a lot of pain and very confused coming out of his surgery."", 'He ended up needing three shots of morphine in his IV to manage the discomfort.', 'Thankfully it seemed to work quickly and soon we were on our way home.', ""He seems to be recovering well and we're thankful his surgery was an over-all uneventful, yet memorable, experience.""]",-3.69606411,-7658.244836,-0.006268126,0.12079317577764881,0.16044552852544802,0.2887490266720465
23,3EA3QWIZ4JHR5C9C55C5R61SVJ2ITI,imagined,"['In my past I had a surprising relationship with my sister.', 'When we were kids we fought a lot.', 'She liked chocolate I liked strawberry, ice cream.', 'I liked rock music, she liked jazz.', 'We would argue a lot.', 'We had different friend groups.', 'That was that.', 'This was about 10 years ago.', 'We were both musicians growing up.', 'I played rock music in a band and she was always practicing classical violin.', 'We never paid much attention to each other due to this difference in stylistic taste.', 'When she went to music school 2 months ago I knew she would broaden her musical tastes, and I supported her work.', 'I was extremely surprised last week at her concert.', 'Her jazz band played music that was very angular and dynamic the way that certain rock music is.', 'I asked her about this.', 'She said that she ended up with some members in her band that had rock music tastes like me.', 'She was able to see that as something they had in common to make music about.', 'I never expected her to make any music like that.']",-4.166999329,-4333.679302,-0.26653268,-0.003471443,0.074704192,0.19815890889883292
